# Team 0: PlayerAgent, Team 1: RandomAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
0,Pre-Flop,0,0,0,FOLD,0,"['8h', '2d']","['Ad', '7h']","['6s', '7d']",,,1,1
